Kommunkod	Region	År	Befolkning
1462	1462 Lilla Edet	2044	16971
1463	1463 Mark	2044	39169
1465	1465 Svenljunga	2044	11346
1466	1466 Herrljunga	2044	9925
1470	1470 Vara	2044	17147
1471	1471 Götene	2044	13073
1472	1472 Tibro	2044	11760
1473	1473 Töreboda	2044	8923
1480	1480 Göteborg	2044	677605
1481	1481 Mölndal	2044	81222
1482	1482 Kungälv	2044	57794
1484	1484 Lysekil	2044	13888
1485	1485 Uddevalla	2044	62814
1486	1486 Strömstad	2044	13988
1487	1487 Vänersborg	2044	40953
1488	1488 Trollhättan	2044	63747
1489	1489 Alingsås	2044	46655
1490	1490 Borås	2044	127061
1491	1491 Ulricehamn	2044	27286
1492	1492 Åmål	2044	11445
1493	1493 Mariestad	2044	25241
1494	1494 Lidköping	2044	43234
1495	1495 Skara	2044	18555
1496	1496 Skövde	2044	63399
1497	1497 Hjo	2044	9735
1498	1498 Tidaholm	2044	12649
1499	1499 Falköping	2044	34035
1715	1715 Kil	2044	12183
1730	1730 Eda	2044	8048
1737	1737 Torsby	2044	9983
1760	1760 Storfors	2044	3571
1761	1761 Hammarö	2044	18551
1762	1762 Munkfors	2044	3539
1763	1763 Forshaga	2044	11489
1764	1764 Grums	2044	8680
1765	1765 Årjäng	2044	8936
1766	1766 Sunne	2044	12657
1780	1780 Karlstad	2044	103695
1781	1781 Kristinehamn	2044	22692
1782	1782 Filipstad	2044	8913
1783	1783 Hagfors	2044	9553
1784	1784 Arvika	2044	25103
1785	1785 Säffle	2044	13860
1814	1814 Lekeberg	2044	10135
1860	1860 Laxå	2044	5133
1861	1861 Hallsberg	2044	16787
1862	1862 Degerfors	2044	9407
1863	1863 Hällefors	2044	6170
1864	1864 Ljusnarsberg	2044	4215
1880	1880 Örebro	2044	178963
1881	1881 Kumla	2044	24192
1882	1882 Askersund	2044	11264
1883	1883 Karlskoga	2044	30085
1884	1884 Nora	2044	10880
1885	1885 Lindesberg	2044	22141
1904	1904 Skinnskatteberg	2044	4276
1907	1907 Surahammar	2044	10126
1960	1960 Kungsör	2044	8965
1961	1961 Hallstahammar	2044	17893
1962	1962 Norberg	2044	5218
1980	1980 Västerås	2044	178874
1981	1981 Sala	2044	23999
1982	1982 Fagersta	2044	13037
1983	1983 Köping	2044	26715
1984	1984 Arboga	2044	14324
2021	2021 Vansbro	2044	6306
2023	2023 Malung-Sälen	2044	9683
2026	2026 Gagnef	2044	10778
2029	2029 Leksand	2044	16420
2031	2031 Rättvik	2044	11150
2034	2034 Orsa	2044	6715
2039	2039 Älvdalen	2044	6697
2061	2061 Smedjebacken	2044	10860
2062	2062 Mora	2044	20383
2080	2080 Falun	2044	63056
2081	2081 Borlänge	2044	53211
2082	2082 Säter	2044	11183
2083	2083 Hedemora	2044	14494
2084	2084 Avesta	2044	22170
2085	2085 Ludvika	2044	25702
2101	2101 Ockelbo	2044	5493
2104	2104 Hofors	2044	9318
2121	2121 Ovanåker	2044	10912
2132	2132 Nordanstig	2044	9310
2161	2161 Ljusdal	2044	17290
2180	2180 Gävle	2044	109482
2181	2181 Sandviken	2044	38951
2182	2182 Söderhamn	2044	22448
2183	2183 Bollnäs	2044	24916
2184	2184 Hudiksvall	2044	36580
2260	2260 Ånge	2044	8170
2262	2262 Timrå	2044	16353
2280	2280 Härnösand	2044	22744
2281	2281 Sundsvall	2044	97518
2282	2282 Kramfors	2044	15612
2283	2283 Sollefteå	2044	15920
2284	2284 Örnsköldsvik	2044	52866
2303	2303 Ragunda	2044	4673
2305	2305 Bräcke	2044	5452
2309	2309 Krokom	2044	15389
2313	2313 Strömsund	2044	9974
2321	2321 Åre	2044	13491
2326	2326 Berg	2044	6713
2361	2361 Härjedalen	2044	9575
2380	2380 Östersund	2044	67627
2401	2401 Nordmaling	2044	7057
2403	2403 Bjurholm	2044	2471
2404	2404 Vindeln	2044	5483
2409	2409 Robertsfors	2044	6881
2417	2417 Norsjö	2044	3559
2418	2418 Malå	2044	2649
2421	2421 Storuman	2044	5397
2422	2422 Sorsele	2044	2206
2425	2425 Dorotea	2044	2102
2460	2460 Vännäs	2044	9545
2462	2462 Vilhelmina	2044	5477
2463	2463 Åsele	2044	2536
2480	2480 Umeå	2044	150480
2481	2481 Lycksele	2044	11648
2482	2482 Skellefteå	2044	71493
2505	2505 Arvidsjaur	2044	5694
2506	2506 Arjeplog	2044	2221
2510	2510 Jokkmokk	2044	4048
2513	2513 Överkalix	2044	2533
2514	2514 Kalix	2044	13948
2518	2518 Övertorneå	2044	3336
2521	2521 Pajala	2044	4991
2523	2523 Gällivare	2044	15102
2560	2560 Älvsbyn	2044	7043
2580	2580 Luleå	2044	81295
2581	2581 Piteå	2044	41460
2582	2582 Boden	2044	26053
2583	2583 Haparanda	2044	8293
2584	2584 Kiruna	2044	20179
0114	0114 Upplands Väsby	2045	56908
0115	0115 Vallentuna	2045	40829
0117	0117 Österåker	2045	59087
0120	0120 Värmdö	2045	56518
0123	0123 Järfälla	2045	101382
0125	0125 Ekerö	2045	33609
0126	0126 Huddinge	2045	132320
0127	0127 Botkyrka	2045	118421
0128	0128 Salem	2045	20269
0136	0136 Haninge	2045	116594
0138	0138 Tyresö	2045	57524
0139	0139 Upplands-Bro	2045	37960
0140	0140 Nykvarn	2045	14358
0160	0160 Täby	2045	85115
0162	0162 Danderyd	2045	33947
0163	0163 Sollentuna	2045	85886
0180	0180 Stockholm	2045	1184342
0181	0181 Södertälje	2045	117027
0182	0182 Nacka	2045	129608
0183	0183 Sundbyberg	2045	66988
0184	0184 Solna	2045	99816
0186	0186 Lidingö	2045	53498
0187	0187 Vaxholm	2045	13480
0188	0188 Norrtälje	2045	77216
0191	0191 Sigtuna	2045	59388
0192	0192 Nynäshamn	2045	33628
0305	0305 Håbo	2045	25833
0319	0319 Älvkarleby	2045	10292
0330	0330 Knivsta	2045	25765
0331	0331 Heby	2045	16278
0360	0360 Tierp	2045	23987
0380	0380 Uppsala	2045	288923
0381	0381 Enköping	2045	58203
0382	0382 Östhammar	2045	24831
0428	0428 Vingåker	2045	8794
0461	0461 Gnesta	2045	13015
0480	0480 Nyköping	2045	63177
0481	0481 Oxelösund	2045	12531
0482	0482 Flen	2045	15380
0483	0483 Katrineholm	2045	36919
0484	0484 Eskilstuna	2045	115002
0486	0486 Strängnäs	2045	44067
0488	0488 Trosa	2045	18944
0509	0509 Ödeshög	2045	5381
0512	0512 Ydre	2045	3779
0513	0513 Kinda	2045	10454
0560	0560 Boxholm	2045	5792
0561	0561 Åtvidaberg	2045	11352
0562	0562 Finspång	2045	21985
0563	0563 Valdemarsvik	2045	7252
0580	0580 Linköping	2045	189828
0581	0581 Norrköping	2045	160300
0582	0582 Söderköping	2045	15679
0583	0583 Motala	2045	44640
0584	0584 Vadstena	2045	8072
0586	0586 Mjölby	2045	31166
0604	0604 Aneby	2045	7224
0617	0617 Gnosjö	2045	9401
0642	0642 Mullsjö	2045	7779
0643	0643 Habo	2045	15124
0662	0662 Gislaved	2045	28777
0665	0665 Vaggeryd	2045	16698
0680	0680 Jönköping	2045	164182
0682	0682 Nässjö	2045	32477
0683	0683 Värnamo	2045	36626
0684	0684 Sävsjö	2045	11240
0685	0685 Vetlanda	2045	27210
0686	0686 Eksjö	2045	18217
0687	0687 Tranås	2045	18938
0760	0760 Uppvidinge	2045	8164
0761	0761 Lessebo	2045	7854
0763	0763 Tingsryd	2045	11979
0764	0764 Alvesta	2045	19851
0765	0765 Älmhult	2045	19378
0767	0767 Markaryd	2045	10874
0780	0780 Växjö	2045	108148
0781	0781 Ljungby	2045	29133
0821	0821 Högsby	2045	4979
0834	0834 Torsås	2045	6935
0840	0840 Mörbylånga	2045	16413
0860	0860 Hultsfred	2045	12766
0861	0861 Mönsterås	2045	12516
0862	0862 Emmaboda	2045	8963
0880	0880 Kalmar	2045	79393
0881	0881 Nybro	2045	19145
0882	0882 Oskarshamn	2045	25690
0883	0883 Västervik	2045	35203
0884	0884 Vimmerby	2045	14534
0885	0885 Borgholm	2045	10148
0980	0980 Gotland	2045	65853
1060	1060 Olofström	2045	12554
1080	1080 Karlskrona	2045	67036
1081	1081 Ronneby	2045	27787
1082	1082 Karlshamn	2045	31565
1083	1083 Sölvesborg	2045	17782
1214	1214 Svalöv	2045	15448
1230	1230 Staffanstorp	2045	30742
1231	1231 Burlöv	2045	23052
1233	1233 Vellinge	2045	43197
1256	1256 Östra Göinge	2045	14851
1257	1257 Örkelljunga	2045	11265
1260	1260 Bjuv	2045	18294
1261	1261 Kävlinge	2045	35896
1262	1262 Lomma	2045	27200
1263	1263 Svedala	2045	27590
1264	1264 Skurup	2045	18733
1265	1265 Sjöbo	2045	21841
1266	1266 Hörby	2045	17221
1267	1267 Höör	2045	19326
1270	1270 Tomelilla	2045	14829
1272	1272 Bromölla	2045	12822
1273	1273 Osby	2045	13702
1275	1275 Perstorp	2045	8189
1276	1276 Klippan	2045	19059
1277	1277 Åstorp	2045	19194
1278	1278 Båstad	2045	17450
1280	1280 Malmö	2045	421135
1281	1281 Lund	2045	145357
1282	1282 Landskrona	2045	51860
1283	1283 Helsingborg	2045	174599
1284	1284 Höganäs	2045	30950
1285	1285 Eslöv	2045	40802
1286	1286 Ystad	2045	35276
1287	1287 Trelleborg	2045	54744
1290	1290 Kristianstad	2045	93440
1291	1291 Simrishamn	2045	20025
1292	1292 Ängelholm	2045	49518
1293	1293 Hässleholm	2045	54008
1315	1315 Hylte	2045	10118
1380	1380 Halmstad	2045	120526
1381	1381 Laholm	2045	29665
1382	1382 Falkenberg	2045	53247
1383	1383 Varberg	2045	77689
1384	1384 Kungsbacka	2045	98127
1401	1401 Härryda	2045	44674
1402	1402 Partille	2045	46043
1407	1407 Öckerö	2045	13431
1415	1415 Stenungsund	2045	30906
1419	1419 Tjörn	2045	17620
1421	1421 Orust	2045	15755
1427	1427 Sotenäs	2045	9611
1430	1430 Munkedal	2045	10725
1435	1435 Tanum	2045	13696
1438	1438 Dals-Ed	2045	4564
1439	1439 Färgelanda	2045	6525
1440	1440 Ale	2045	38513
1441	1441 Lerum	2045	50007
1442	1442 Vårgårda	2045	13801
1443	1443 Bollebygd	2045	11184
1444	1444 Grästorp	2045	6293
1445	1445 Essunga	2045	6113
1446	1446 Karlsborg	2045	6809
1447	1447 Gullspång	2045	4963
1452	1452 Tranemo	2045	12326
1460	1460 Bengtsfors	2045	8550
1461	1461 Mellerud	2045	8939
1462	1462 Lilla Edet	2045	17064
1463	1463 Mark	2045	39421
1465	1465 Svenljunga	2045	11382
1466	1466 Herrljunga	2045	9952
1470	1470 Vara	2045	17201
1471	1471 Götene	2045	13091
1472	1472 Tibro	2045	11797
1473	1473 Töreboda	2045	8933
1480	1480 Göteborg	2045	680786
1481	1481 Mölndal	2045	81646
1482	1482 Kungälv	2045	58148
1484	1484 Lysekil	2045	13896
1485	1485 Uddevalla	2045	63042
1486	1486 Strömstad	2045	14015
1487	1487 Vänersborg	2045	41060
1488	1488 Trollhättan	2045	63970
1489	1489 Alingsås	2045	46857
1490	1490 Borås	2045	127600
1491	1491 Ulricehamn	2045	27392
1492	1492 Åmål	2045	11443
1493	1493 Mariestad	2045	25300
1494	1494 Lidköping	2045	43367
1495	1495 Skara	2045	18584
1496	1496 Skövde	2045	63652
1497	1497 Hjo	2045	9764
1498	1498 Tidaholm	2045	12667
1499	1499 Falköping	2045	34097
1715	1715 Kil	2045	12196
1730	1730 Eda	2045	8040
1737	1737 Torsby	2045	9970
1760	1760 Storfors	2045	3569
1761	1761 Hammarö	2045	18619
1762	1762 Munkfors	2045	3541
1763	1763 Forshaga	2045	11505
1764	1764 Grums	2045	8680
1765	1765 Årjäng	2045	8914
1766	1766 Sunne	2045	12648
1780	1780 Karlstad	2045	103949
1781	1781 Kristinehamn	2045	22680
1782	1782 Filipstad	2045	8894
1783	1783 Hagfors	2045	9518
1784	1784 Arvika	2045	25131
1785	1785 Säffle	2045	13831
1814	1814 Lekeberg	2045	10191
1860	1860 Laxå	2045	5136
1861	1861 Hallsberg	2045	16825
1862	1862 Degerfors	2045	9420
1863	1863 Hällefors	2045	6168
1864	1864 Ljusnarsberg	2045	4235
1880	1880 Örebro	2045	179737
1881	1881 Kumla	2045	24334
1882	1882 Askersund	2045	11282
1883	1883 Karlskoga	2045	30131
1884	1884 Nora	2045	10905
1885	1885 Lindesberg	2045	22155
1904	1904 Skinnskatteberg	2045	4289
1907	1907 Surahammar	2045	10156
1960	1960 Kungsör	2045	8990
1961	1961 Hallstahammar	2045	17962
1962	1962 Norberg	2045	5222
1980	1980 Västerås	2045	179711
1981	1981 Sala	2045	24054
1982	1982 Fagersta	2045	13066
1983	1983 Köping	2045	26764
1984	1984 Arboga	2045	14356
2021	2021 Vansbro	2045	6303
2023	2023 Malung-Sälen	2045	9684
2026	2026 Gagnef	2045	10796
2029	2029 Leksand	2045	16442
2031	2031 Rättvik	2045	11163
2034	2034 Orsa	2045	6717
2039	2039 Älvdalen	2045	6705
2061	2061 Smedjebacken	2045	10875
2062	2062 Mora	2045	20396
2080	2080 Falun	2045	63204
2081	2081 Borlänge	2045	53277
2082	2082 Säter	2045	11193
2083	2083 Hedemora	2045	14492
2084	2084 Avesta	2045	22175
2085	2085 Ludvika	2045	25712
2101	2101 Ockelbo	2045	5486
2104	2104 Hofors	2045	9326
2121	2121 Ovanåker	2045	10895
2132	2132 Nordanstig	2045	9340
2161	2161 Ljusdal	2045	17272
2180	2180 Gävle	2045	109759
2181	2181 Sandviken	2045	38986
2182	2182 Söderhamn	2045	22394
2183	2183 Bollnäs	2045	24889
2184	2184 Hudiksvall	2045	36594
2260	2260 Ånge	2045	8146
2262	2262 Timrå	2045	16328
2280	2280 Härnösand	2045	22706
2281	2281 Sundsvall	2045	97663
2282	2282 Kramfors	2045	15572
2283	2283 Sollefteå	2045	15863
2284	2284 Örnsköldsvik	2045	52826
2303	2303 Ragunda	2045	4670
2305	2305 Bräcke	2045	5446
2309	2309 Krokom	2045	15422
2313	2313 Strömsund	2045	9969
2321	2321 Åre	2045	13539
2326	2326 Berg	2045	6724
2361	2361 Härjedalen	2045	9578
2380	2380 Östersund	2045	67770
2401	2401 Nordmaling	2045	7068
2403	2403 Bjurholm	2045	2477
2404	2404 Vindeln	2045	5490
2409	2409 Robertsfors	2045	6896
2417	2417 Norsjö	2045	3554
2418	2418 Malå	2045	2642
2421	2421 Storuman	2045	5395
2422	2422 Sorsele	2045	2205
2425	2425 Dorotea	2045	2098
2460	2460 Vännäs	2045	9573
2462	2462 Vilhelmina	2045	5463
2463	2463 Åsele	2045	2536
2480	2480 Umeå	2045	151130
2481	2481 Lycksele	2045	11647
2482	2482 Skellefteå	2045	71535
2505	2505 Arvidsjaur	2045	5699
2506	2506 Arjeplog	2045	2211
2510	2510 Jokkmokk	2045	4034
2513	2513 Överkalix	2045	2518
2514	2514 Kalix	2045	13915
2518	2518 Övertorneå	2045	3319
2521	2521 Pajala	2045	4970
2523	2523 Gällivare	2045	15074
2560	2560 Älvsbyn	2045	7026
2580	2580 Luleå	2045	81386
2581	2581 Piteå	2045	41468
2582	2582 Boden	2045	26016
2583	2583 Haparanda	2045	8292
2584	2584 Kiruna	2045	20175
0114	0114 Upplands Väsby	2046	57201
0115	0115 Vallentuna	2046	41179
0117	0117 Österåker	2046	59461
0120	0120 Värmdö	2046	56875
0123	0123 Järfälla	2046	101949
0125	0125 Ekerö	2046	33805
0126	0126 Huddinge	2046	132969
0127	0127 Botkyrka	2046	119412
0128	0128 Salem	2046	20447
0136	0136 Haninge	2046	117247
0138	0138 Tyresö	2046	57870
0139	0139 Upplands-Bro	2046	38162
0140	0140 Nykvarn	2046	14458
0160	0160 Täby	2046	85591
0162	0162 Danderyd	2046	34084
0163	0163 Sollentuna	2046	86309
0180	0180 Stockholm	2046	1192480
0181	0181 Södertälje	2046	117582
0182	0182 Nacka	2046	130380
0183	0183 Sundbyberg	2046	67327
0184	0184 Solna	2046	100239
0186	0186 Lidingö	2046	53754
0187	0187 Vaxholm	2046	13550
0188	0188 Norrtälje	2046	77629
0191	0191 Sigtuna	2046	59648
0192	0192 Nynäshamn	2046	33781
0305	0305 Håbo	2046	25979
0319	0319 Älvkarleby	2046	10332
0330	0330 Knivsta	2046	25957
0331	0331 Heby	2046	16359
0360	0360 Tierp	2046	24103
0380	0380 Uppsala	2046	290460
0381	0381 Enköping	2046	58573
0382	0382 Östhammar	2046	24944
0428	0428 Vingåker	2046	8811
0461	0461 Gnesta	2046	13079
0480	0480 Nyköping	2046	63418
0481	0481 Oxelösund	2046	12569
0482	0482 Flen	2046	15409
0483	0483 Katrineholm	2046	37019
0484	0484 Eskilstuna	2046	115377
0486	0486 Strängnäs	2046	44293
0488	0488 Trosa	2046	19073
0509	0509 Ödeshög	2046	5394
0512	0512 Ydre	2046	3787
0513	0513 Kinda	2046	10481
0560	0560 Boxholm	2046	5809
0561	0561 Åtvidaberg	2046	11373
0562	0562 Finspång	2046	22045
0563	0563 Valdemarsvik	2046	7262
0580	0580 Linköping	2046	190639
0581	0581 Norrköping	2046	160978
0582	0582 Söderköping	2046	15740
0583	0583 Motala	2046	44731
0584	0584 Vadstena	2046	8094
0586	0586 Mjölby	2046	31290
0604	0604 Aneby	2046	7243
0617	0617 Gnosjö	2046	9409
0642	0642 Mullsjö	2046	7802
0643	0643 Habo	2046	15210
0662	0662 Gislaved	2046	28798
0665	0665 Vaggeryd	2046	16774
0680	0680 Jönköping	2046	164914
0682	0682 Nässjö	2046	32527
0683	0683 Värnamo	2046	36721
0684	0684 Sävsjö	2046	11247
0685	0685 Vetlanda	2046	27233
0686	0686 Eksjö	2046	18254
0687	0687 Tranås	2046	18970
0760	0760 Uppvidinge	2046	8161
0761	0761 Lessebo	2046	7858
0763	0763 Tingsryd	2046	11993
0764	0764 Alvesta	2046	19870
0765	0765 Älmhult	2046	19433
0767	0767 Markaryd	2046	10905
0780	0780 Växjö	2046	108560
0781	0781 Ljungby	2046	29186
0821	0821 Högsby	2046	4976
0834	0834 Torsås	2046	6940
0840	0840 Mörbylånga	2046	16449
0860	0860 Hultsfred	2046	12764
0861	0861 Mönsterås	2046	12518
0862	0862 Emmaboda	2046	8967
0880	0880 Kalmar	2046	79629
0881	0881 Nybro	2046	19150
0882	0882 Oskarshamn	2046	25684
0883	0883 Västervik	2046	35202
0884	0884 Vimmerby	2046	14523
0885	0885 Borgholm	2046	10147
0980	0980 Gotland	2046	66048
1060	1060 Olofström	2046	12566
1080	1080 Karlskrona	2046	67162
1081	1081 Ronneby	2046	27796
1082	1082 Karlshamn	2046	31593
1083	1083 Sölvesborg	2046	17820
1214	1214 Svalöv	2046	15509
1230	1230 Staffanstorp	2046	30925
1231	1231 Burlöv	2046	23175
1233	1233 Vellinge	2046	43449
1256	1256 Östra Göinge	2046	14885
1257	1257 Örkelljunga	2046	11308
1260	1260 Bjuv	2046	18436
1261	1261 Kävlinge	2046	36093
1262	1262 Lomma	2046	27365
1263	1263 Svedala	2046	27761
1264	1264 Skurup	2046	18825
1265	1265 Sjöbo	2046	21942
1266	1266 Hörby	2046	17287
1267	1267 Höör	2046	19427
1270	1270 Tomelilla	2046	14886
1272	1272 Bromölla	2046	12856
1273	1273 Osby	2046	13734
1275	1275 Perstorp	2046	8250
1276	1276 Klippan	2046	19126
1277	1277 Åstorp	2046	19355
1278	1278 Båstad	2046	17515
1280	1280 Malmö	2046	423287
1281	1281 Lund	2046	145817
1282	1282 Landskrona	2046	52085
1283	1283 Helsingborg	2046	175415
1284	1284 Höganäs	2046	31101
1285	1285 Eslöv	2046	41113
1286	1286 Ystad	2046	35424
1287	1287 Trelleborg	2046	55179
1290	1290 Kristianstad	2046	93736
1291	1291 Simrishamn	2046	20119
1292	1292 Ängelholm	2046	49746
1293	1293 Hässleholm	2046	54145
1315	1315 Hylte	2046	10130
1380	1380 Halmstad	2046	121119
1381	1381 Laholm	2046	29783
1382	1382 Falkenberg	2046	53483
1383	1383 Varberg	2046	78086
1384	1384 Kungsbacka	2046	98674
1401	1401 Härryda	2046	44928
1402	1402 Partille	2046	46290
1407	1407 Öckerö	2046	13469
1415	1415 Stenungsund	2046	31054
1419	1419 Tjörn	2046	17676
1421	1421 Orust	2046	15790
1427	1427 Sotenäs	2046	9631
1430	1430 Munkedal	2046	10754
1435	1435 Tanum	2046	13728
1438	1438 Dals-Ed	2046	4568
1439	1439 Färgelanda	2046	6539
1440	1440 Ale	2046	38751
1441	1441 Lerum	2046	50300
1442	1442 Vårgårda	2046	13860
1443	1443 Bollebygd	2046	11243
1444	1444 Grästorp	2046	6328
1445	1445 Essunga	2046	6133
1446	1446 Karlsborg	2046	6821
1447	1447 Gullspång	2046	4968
1452	1452 Tranemo	2046	12360
1460	1460 Bengtsfors	2046	8548
1461	1461 Mellerud	2046	8949
1462	1462 Lilla Edet	2046	17157
1463	1463 Mark	2046	39682
1465	1465 Svenljunga	2046	11419
1466	1466 Herrljunga	2046	9979
1470	1470 Vara	2046	17256
1471	1471 Götene	2046	13112
1472	1472 Tibro	2046	11834
1473	1473 Töreboda	2046	8944
1480	1480 Göteborg	2046	683873
1481	1481 Mölndal	2046	82064
1482	1482 Kungälv	2046	58499
1484	1484 Lysekil	2046	13907
1485	1485 Uddevalla	2046	63270
1486	1486 Strömstad	2046	14043
1487	1487 Vänersborg	2046	41171
1488	1488 Trollhättan	2046	64192
1489	1489 Alingsås	2046	47063
1490	1490 Borås	2046	128139
1491	1491 Ulricehamn	2046	27501
1492	1492 Åmål	2046	11443
1493	1493 Mariestad	2046	25361
1494	1494 Lidköping	2046	43503
1495	1495 Skara	2046	18614
1496	1496 Skövde	2046	63907
1497	1497 Hjo	2046	9793
1498	1498 Tidaholm	2046	12686
1499	1499 Falköping	2046	34163
1715	1715 Kil	2046	12213
1730	1730 Eda	2046	8033
1737	1737 Torsby	2046	9961
1760	1760 Storfors	2046	3569
1761	1761 Hammarö	2046	18689
1762	1762 Munkfors	2046	3543
1763	1763 Forshaga	2046	11523
1764	1764 Grums	2046	8681
1765	1765 Årjäng	2046	8894
1766	1766 Sunne	2046	12641
1780	1780 Karlstad	2046	104203
1781	1781 Kristinehamn	2046	22673
1782	1782 Filipstad	2046	8878
1783	1783 Hagfors	2046	9487
1784	1784 Arvika	2046	25166
1785	1785 Säffle	2046	13806
1814	1814 Lekeberg	2046	10249
1860	1860 Laxå	2046	5139
1861	1861 Hallsberg	2046	16867
1862	1862 Degerfors	2046	9435
1863	1863 Hällefors	2046	6168
1864	1864 Ljusnarsberg	2046	4257
1880	1880 Örebro	2046	180508
1881	1881 Kumla	2046	24483
1882	1882 Askersund	2046	11302
1883	1883 Karlskoga	2046	30181
1884	1884 Nora	2046	10931
1885	1885 Lindesberg	2046	22175
1904	1904 Skinnskatteberg	2046	4303
1907	1907 Surahammar	2046	10188
1960	1960 Kungsör	2046	9016
1961	1961 Hallstahammar	2046	18031
1962	1962 Norberg	2046	5228
1980	1980 Västerås	2046	180544
1981	1981 Sala	2046	24113
1982	1982 Fagersta	2046	13097
1983	1983 Köping	2046	26817
1984	1984 Arboga	2046	14391
2021	2021 Vansbro	2046	6301
2023	2023 Malung-Sälen	2046	9687
2026	2026 Gagnef	2046	10817
2029	2029 Leksand	2046	16467
2031	2031 Rättvik	2046	11178
2034	2034 Orsa	2046	6720
2039	2039 Älvdalen	2046	6716
2061	2061 Smedjebacken	2046	10892
2062	2062 Mora	2046	20414
2080	2080 Falun	2046	63363
2081	2081 Borlänge	2046	53346
2082	2082 Säter	2046	11204
2083	2083 Hedemora	2046	14493
2084	2084 Avesta	2046	22184
2085	2085 Ludvika	2046	25728
2101	2101 Ockelbo	2046	5481
2104	2104 Hofors	2046	9336
2121	2121 Ovanåker	2046	10881
2132	2132 Nordanstig	2046	9372
2161	2161 Ljusdal	2046	17259
2180	2180 Gävle	2046	110043
2181	2181 Sandviken	2046	39025
2182	2182 Söderhamn	2046	22348
2183	2183 Bollnäs	2046	24869
2184	2184 Hudiksvall	2046	36616
2260	2260 Ånge	2046	8124
2262	2262 Timrå	2046	16307
2280	2280 Härnösand	2046	22675
2281	2281 Sundsvall	2046	97828
2282	2282 Kramfors	2046	15537
2283	2283 Sollefteå	2046	15811
2284	2284 Örnsköldsvik	2046	52798
2303	2303 Ragunda	2046	4668
2305	2305 Bräcke	2046	5442
2309	2309 Krokom	2046	15460
2313	2313 Strömsund	2046	9968
2321	2321 Åre	2046	13588
2326	2326 Berg	2046	6738
2361	2361 Härjedalen	2046	9583
2380	2380 Östersund	2046	67921
2401	2401 Nordmaling	2046	7081
2403	2403 Bjurholm	2046	2483
2404	2404 Vindeln	2046	5499
2409	2409 Robertsfors	2046	6913
2417	2417 Norsjö	2046	3551
2418	2418 Malå	2046	2636
2421	2421 Storuman	2046	5393
2422	2422 Sorsele	2046	2205
2425	2425 Dorotea	2046	2096
2460	2460 Vännäs	2046	9602
2462	2462 Vilhelmina	2046	5449
2463	2463 Åsele	2046	2535
2480	2480 Umeå	2046	151782
2481	2481 Lycksele	2046	11649
2482	2482 Skellefteå	2046	71591
2505	2505 Arvidsjaur	2046	5704
2506	2506 Arjeplog	2046	2203
2510	2510 Jokkmokk	2046	4022
2513	2513 Överkalix	2046	2504
2514	2514 Kalix	2046	13885
2518	2518 Övertorneå	2046	3304
2521	2521 Pajala	2046	4951
2523	2523 Gällivare	2046	15050
2560	2560 Älvsbyn	2046	7011
2580	2580 Luleå	2046	81486
2581	2581 Piteå	2046	41484
2582	2582 Boden	2046	25985
2583	2583 Haparanda	2046	8294
2584	2584 Kiruna	2046	20173
0114	0114 Upplands Väsby	2047	57488
0115	0115 Vallentuna	2047	41531
0117	0117 Österåker	2047	59830
0120	0120 Värmdö	2047	57225
0123	0123 Järfälla	2047	102501
0125	0125 Ekerö	2047	33999
0126	0126 Huddinge	2047	133603
0127	0127 Botkyrka	2047	120388
0128	0128 Salem	2047	20627
0136	0136 Haninge	2047	117885
0138	0138 Tyresö	2047	58209
0139	0139 Upplands-Bro	2047	38359
0140	0140 Nykvarn	2047	14557
0160	0160 Täby	2047	86062
0162	0162 Danderyd	2047	34222
0163	0163 Sollentuna	2047	86723
0180	0180 Stockholm	2047	1200430
0181	0181 Södertälje	2047	118122
0182	0182 Nacka	2047	131143
0183	0183 Sundbyberg	2047	67652
0184	0184 Solna	2047	100649
0186	0186 Lidingö	2047	54010
0187	0187 Vaxholm	2047	13619
0188	0188 Norrtälje	2047	78037
0191	0191 Sigtuna	2047	59898
0192	0192 Nynäshamn	2047	33932
0305	0305 Håbo	2047	26126
0319	0319 Älvkarleby	2047	10373
0330	0330 Knivsta	2047	26146
0331	0331 Heby	2047	16441
0360	0360 Tierp	2047	24220
0380	0380 Uppsala	2047	291980
0381	0381 Enköping	2047	58940
0382	0382 Östhammar	2047	25058
0428	0428 Vingåker	2047	8830
0461	0461 Gnesta	2047	13145
0480	0480 Nyköping	2047	63664
0481	0481 Oxelösund	2047	12607
0482	0482 Flen	2047	15441
0483	0483 Katrineholm	2047	37121
0484	0484 Eskilstuna	2047	115754
0486	0486 Strängnäs	2047	44518
0488	0488 Trosa	2047	19200
0509	0509 Ödeshög	2047	5409
0512	0512 Ydre	2047	3795
0513	0513 Kinda	2047	10509
0560	0560 Boxholm	2047	5827
0561	0561 Åtvidaberg	2047	11396
0562	0562 Finspång	2047	22107
0563	0563 Valdemarsvik	2047	7275
0580	0580 Linköping	2047	191449
0581	0581 Norrköping	2047	161654
0582	0582 Söderköping	2047	15802
0583	0583 Motala	2047	44827
0584	0584 Vadstena	2047	8116
0586	0586 Mjölby	2047	31415
0604	0604 Aneby	2047	7263
0617	0617 Gnosjö	2047	9419
0642	0642 Mullsjö	2047	7827
0643	0643 Habo	2047	15298
0662	0662 Gislaved	2047	28821
