Kommunkod	Region	År	Befolkning
1484	1484 Lysekil	2026	14165
1485	1485 Uddevalla	2026	58747
1486	1486 Strömstad	2026	13558
1487	1487 Vänersborg	2026	39790
1488	1488 Trollhättan	2026	60133
1489	1489 Alingsås	2026	43292
1490	1490 Borås	2026	117349
1491	1491 Ulricehamn	2026	25518
1492	1492 Åmål	2026	12004
1493	1493 Mariestad	2026	24734
1494	1494 Lidköping	2026	41256
1495	1495 Skara	2026	18539
1496	1496 Skövde	2026	58563
1497	1497 Hjo	2026	9372
1498	1498 Tidaholm	2026	12699
1499	1499 Falköping	2026	33476
1715	1715 Kil	2026	12236
1730	1730 Eda	2026	8381
1737	1737 Torsby	2026	10875
1760	1760 Storfors	2026	3782
1761	1761 Hammarö	2026	17509
1762	1762 Munkfors	2026	3590
1763	1763 Forshaga	2026	11628
1764	1764 Grums	2026	8961
1765	1765 Årjäng	2026	9664
1766	1766 Sunne	2026	13063
1780	1780 Karlstad	2026	97933
1781	1781 Kristinehamn	2026	23659
1782	1782 Filipstad	2026	9778
1783	1783 Hagfors	2026	10792
1784	1784 Arvika	2026	25524
1785	1785 Säffle	2026	14903
1814	1814 Lekeberg	2026	9131
1860	1860 Laxå	2026	5316
1861	1861 Hallsberg	2026	16401
1862	1862 Degerfors	2026	9484
1863	1863 Hällefors	2026	6548
1864	1864 Ljusnarsberg	2026	4253
1880	1880 Örebro	2026	162967
1881	1881 Kumla	2026	22650
1882	1882 Askersund	2026	11354
1883	1883 Karlskoga	2026	30193
1884	1884 Nora	2026	10799
1885	1885 Lindesberg	2026	22871
1904	1904 Skinnskatteberg	2026	4254
1907	1907 Surahammar	2026	10030
1960	1960 Kungsör	2026	8782
1961	1961 Hallstahammar	2026	16975
1962	1962 Norberg	2026	5436
1980	1980 Västerås	2026	163056
1981	1981 Sala	2026	23395
1982	1982 Fagersta	2026	13095
1983	1983 Köping	2026	26292
1984	1984 Arboga	2026	14105
2021	2021 Vansbro	2026	6608
2023	2023 Malung-Sälen	2026	10019
2026	2026 Gagnef	2026	10677
2029	2029 Leksand	2026	16225
2031	2031 Rättvik	2026	11111
2034	2034 Orsa	2026	6848
2039	2039 Älvdalen	2026	6889
2061	2061 Smedjebacken	2026	10951
2062	2062 Mora	2026	20647
2080	2080 Falun	2026	61036
2081	2081 Borlänge	2026	52729
2082	2082 Säter	2026	11303
2083	2083 Hedemora	2026	15097
2084	2084 Avesta	2026	22664
2085	2085 Ludvika	2026	26270
2101	2101 Ockelbo	2026	5784
2104	2104 Hofors	2026	9470
2121	2121 Ovanåker	2026	11549
2132	2132 Nordanstig	2026	9339
2161	2161 Ljusdal	2026	18319
2180	2180 Gävle	2026	105140
2181	2181 Sandviken	2026	39281
2182	2182 Söderhamn	2026	24494
2183	2183 Bollnäs	2026	26268
2184	2184 Hudiksvall	2026	37478
2260	2260 Ånge	2026	8852
2262	2262 Timrå	2026	17434
2280	2280 Härnösand	2026	24405
2281	2281 Sundsvall	2026	98607
2282	2282 Kramfors	2026	17144
2283	2283 Sollefteå	2026	17879
2284	2284 Örnsköldsvik	2026	55202
2303	2303 Ragunda	2026	4991
2305	2305 Bräcke	2026	5888
2309	2309 Krokom	2026	15390
2313	2313 Strömsund	2026	10858
2321	2321 Åre	2026	12592
2326	2326 Berg	2026	6915
2361	2361 Härjedalen	2026	9859
2380	2380 Östersund	2026	65470
2401	2401 Nordmaling	2026	7039
2403	2403 Bjurholm	2026	2407
2404	2404 Vindeln	2026	5525
2409	2409 Robertsfors	2026	6805
2417	2417 Norsjö	2026	3836
2418	2418 Malå	2026	2906
2421	2421 Storuman	2026	5670
2422	2422 Sorsele	2026	2351
2425	2425 Dorotea	2026	2326
2460	2460 Vännäs	2026	9201
2462	2462 Vilhelmina	2026	6079
2463	2463 Åsele	2026	2683
2480	2480 Umeå	2026	136061
2481	2481 Lycksele	2026	12079
2482	2482 Skellefteå	2026	72643
2505	2505 Arvidsjaur	2026	5960
2506	2506 Arjeplog	2026	2551
2510	2510 Jokkmokk	2026	4521
2513	2513 Överkalix	2026	3012
2514	2514 Kalix	2026	15180
2518	2518 Övertorneå	2026	3928
2521	2521 Pajala	2026	5647
2523	2523 Gällivare	2026	16631
2560	2560 Älvsbyn	2026	7667
2580	2580 Luleå	2026	79751
2581	2581 Piteå	2026	42171
2582	2582 Boden	2026	27300
2583	2583 Haparanda	2026	9030
2584	2584 Kiruna	2026	21520
0114	0114 Upplands Väsby	2027	50855
0115	0115 Vallentuna	2027	36031
0117	0117 Österåker	2027	51758
0120	0120 Värmdö	2027	49464
0123	0123 Järfälla	2027	88938
0125	0125 Ekerö	2027	30554
0126	0126 Huddinge	2027	119752
0127	0127 Botkyrka	2027	100715
0128	0128 Salem	2027	17925
0136	0136 Haninge	2027	102580
0138	0138 Tyresö	2027	51554
0139	0139 Upplands-Bro	2027	33464
0140	0140 Nykvarn	2027	12418
0160	0160 Täby	2027	77296
0162	0162 Danderyd	2027	32850
0163	0163 Sollentuna	2027	78384
0180	0180 Stockholm	2027	1027939
0181	0181 Södertälje	2027	105654
0182	0182 Nacka	2027	115177
0183	0183 Sundbyberg	2027	58232
0184	0184 Solna	2027	89548
0186	0186 Lidingö	2027	49739
0187	0187 Vaxholm	2027	12433
0188	0188 Norrtälje	2027	68732
0191	0191 Sigtuna	2027	53560
0192	0192 Nynäshamn	2027	30805
0305	0305 Håbo	2027	23456
0319	0319 Älvkarleby	2027	9791
0330	0330 Knivsta	2027	21803
0331	0331 Heby	2027	14918
0360	0360 Tierp	2027	22172
0380	0380 Uppsala	2027	252960
0381	0381 Enköping	2027	50912
0382	0382 Östhammar	2027	23100
0428	0428 Vingåker	2027	8824
0461	0461 Gnesta	2027	12014
0480	0480 Nyköping	2027	59522
0481	0481 Oxelösund	2027	12255
0482	0482 Flen	2027	15628
0483	0483 Katrineholm	2027	35442
0484	0484 Eskilstuna	2027	109714
0486	0486 Strängnäs	2027	40156
0488	0488 Trosa	2027	16202
0509	0509 Ödeshög	2027	5312
0512	0512 Ydre	2027	3710
0513	0513 Kinda	2027	10167
0560	0560 Boxholm	2027	5603
0561	0561 Åtvidaberg	2027	11355
0562	0562 Finspång	2027	21649
0563	0563 Valdemarsvik	2027	7412
0580	0580 Linköping	2027	172517
0581	0581 Norrköping	2027	148893
0582	0582 Söderköping	2027	15048
0583	0583 Motala	2027	43946
0584	0584 Vadstena	2027	7719
0586	0586 Mjölby	2027	29243
0604	0604 Aneby	2027	7006
0617	0617 Gnosjö	2027	9478
0642	0642 Mullsjö	2027	7553
